Price,AdjClose
Ticker,KC=F
Date,
2010-10-12,185.6999969482422
2010-10-13,186.14999389648438
2010-10-14,187.60000610351562
2010-10-15,186.39999389648438
2010-10-18,185.60000610351562
2010-10-19,190.89999389648438
2010-10-20,196.75
2010-10-21,201.0
2010-10-22,198.85000610351562
2010-10-25,200.5
2010-10-26,201.75
2010-10-27,200.3000030517578
2010-10-28,196.60000610351562
2010-10-29,203.4499969482422
2010-11-01,197.6999969482422
2010-11-02,199.39999389648438
2010-11-03,196.14999389648438
2010-11-04,205.8000030517578
2010-11-05,205.14999389648438
2010-11-08,208.10000610351562
2010-11-09,217.0500030517578
2010-11-10,212.25
2010-11-11,206.64999389648438
2010-11-12,200.4499969482422
2010-11-15,204.4499969482422
2010-11-16,197.8000030517578
2010-11-17,199.4499969482422
2010-11-18,208.64999389648438
2010-11-19,209.85000610351562
2010-11-22,206.14999389648438
2010-11-23,210.35000610351562
2010-11-24,207.14999389648438
2010-11-26,202.14999389648438
2010-11-29,202.39999389648438
2010-11-30,200.9499969482422
2010-12-01,203.3000030517578
2010-12-02,203.39999389648438
2010-12-03,204.5
2010-12-06,208.64999389648438
2010-12-07,207.60000610351562
2010-12-08,204.25
2010-12-09,204.3000030517578
2010-12-10,209.35000610351562
2010-12-13,217.1999969482422
2010-12-14,216.35000610351562
2010-12-15,216.89999389648438
2010-12-16,216.14999389648438
2010-12-17,225.25
2010-12-20,224.64999389648438
2010-12-21,233.85000610351562
2010-12-22,230.1999969482422
2010-12-23,235.89999389648438
2010-12-27,237.4499969482422
2010-12-28,239.3000030517578
2010-12-29,239.64999389648438
2010-12-30,236.3000030517578
2010-12-31,240.5
2011-01-04,234.9499969482422
2011-01-05,233.0
2011-01-06,233.0
2011-01-07,230.6999969482422
2011-01-10,231.25
2011-01-11,234.6999969482422
2011-01-12,240.60000610351562
2011-01-13,237.5
2011-01-14,234.60000610351562
2011-01-18,235.35000610351562
2011-01-19,232.5
2011-01-20,231.8000030517578
2011-01-21,240.39999389648438
2011-01-24,237.3000030517578
2011-01-25,231.25
2011-01-26,237.5
2011-01-27,236.9499969482422
2011-01-28,245.0
2011-01-31,244.8000030517578
2011-02-01,249.39999389648438
2011-02-02,250.39999389648438
2011-02-03,251.35000610351562
2011-02-04,249.3000030517578
2011-02-07,249.75
2011-02-08,247.60000610351562
2011-02-09,253.60000610351562
2011-02-10,255.60000610351562
2011-02-11,251.9499969482422
2011-02-14,258.6499938964844
2011-02-15,258.04998779296875
2011-02-16,258.6499938964844
2011-02-17,267.3500061035156
2011-02-18,271.6499938964844
2011-02-22,273.6000061035156
2011-02-23,268.75
2011-02-24,264.20001220703125
2011-02-25,267.70001220703125
2011-02-28,271.70001220703125
2011-03-01,269.29998779296875
2011-03-02,269.5
2011-03-03,274.5
2011-03-04,272.8999938964844
2011-03-07,280.95001220703125
2011-03-08,287.1499938964844
2011-03-09,294.3999938964844
2011-03-10,280.29998779296875
2011-03-11,273.70001220703125
2011-03-14,273.1499938964844
2011-03-15,262.45001220703125
2011-03-16,264.54998779296875
2011-03-17,271.3999938964844
2011-03-18,276.79998779296875
2011-03-21,275.75
2011-03-22,273.45001220703125
2011-03-23,268.6000061035156
2011-03-24,265.79998779296875
2011-03-25,268.6000061035156
2011-03-28,263.95001220703125
2011-03-29,261.45001220703125
2011-03-30,264.79998779296875
2011-03-31,264.1499938964844
2011-04-01,259.8999938964844
2011-04-04,256.04998779296875
2011-04-05,268.25
2011-04-06,265.1499938964844
2011-04-07,272.79998779296875
2011-04-08,274.95001220703125
2011-04-11,274.6000061035156
2011-04-12,273.79998779296875
2011-04-13,280.70001220703125
2011-04-14,282.3999938964844
2011-04-15,288.1000061035156
2011-04-18,284.45001220703125
2011-04-19,291.20001220703125
2011-04-20,294.3999938964844
2011-04-21,291.29998779296875
2011-04-25,287.8999938964844
2011-04-26,294.95001220703125
2011-04-27,295.54998779296875
2011-04-28,298.6000061035156
2011-04-29,299.3500061035156
2011-05-02,304.54998779296875
2011-05-03,304.8999938964844
2011-05-04,293.75
2011-05-05,287.5
2011-05-06,287.04998779296875
2011-05-09,287.04998779296875
2011-05-10,281.70001220703125
2011-05-11,272.5
2011-05-12,273.95001220703125
2011-05-13,269.29998779296875
2011-05-16,264.0
2011-05-17,265.1000061035156
2011-05-18,268.45001220703125
2011-05-19,263.70001220703125
2011-05-20,259.1499938964844
2011-05-23,262.54998779296875
2011-05-24,261.20001220703125
2011-05-25,264.8500061035156
2011-05-26,265.6000061035156
2011-05-27,263.70001220703125
2011-05-31,264.6000061035156
2011-06-01,255.9499969482422
2011-06-02,261.25
2011-06-03,270.95001220703125
2011-06-06,260.5
2011-06-07,263.0
2011-06-08,263.8500061035156
2011-06-09,266.79998779296875
2011-06-10,264.95001220703125
2011-06-13,267.45001220703125
2011-06-14,269.25
2011-06-15,262.6499938964844
2011-06-16,257.8999938964844
2011-06-17,249.5500030517578
2011-06-20,243.60000610351562
2011-06-21,243.5
2011-06-22,243.75
2011-06-23,247.6999969482422
2011-06-24,249.0
2011-06-27,250.14999389648438
2011-06-28,257.8999938964844
2011-06-29,260.25
2011-06-30,265.3500061035156
2011-07-01,263.45001220703125
2011-07-05,268.95001220703125
2011-07-06,266.8500061035156
2011-07-07,267.75
2011-07-08,263.1499938964844
2011-07-11,257.8999938964844
2011-07-12,256.70001220703125
2011-07-13,262.79998779296875
2011-07-14,257.3500061035156
2011-07-15,252.5500030517578
2011-07-18,248.1999969482422
2011-07-19,243.85000610351562
2011-07-20,243.39999389648438
2011-07-21,240.8000030517578
2011-07-22,241.5
2011-07-25,242.89999389648438
2011-07-26,244.9499969482422
2011-07-27,241.1999969482422
2011-07-28,238.64999389648438
2011-07-29,239.5500030517578
2011-08-01,241.35000610351562
2011-08-02,243.1999969482422
2011-08-03,241.89999389648438
2011-08-04,235.85000610351562
2011-08-05,238.0
2011-08-08,234.1999969482422
2011-08-09,234.75
2011-08-10,234.85000610351562
2011-08-11,240.85000610351562
2011-08-12,240.35000610351562
2011-08-15,245.6999969482422
2011-08-16,251.5500030517578
2011-08-17,263.20001220703125
2011-08-18,264.79998779296875
2011-08-19,266.1499938964844
2011-08-22,264.70001220703125
2011-08-23,268.8500061035156
2011-08-24,272.5
2011-08-25,274.6499938964844
2011-08-26,278.8999938964844
2011-08-29,284.95001220703125
2011-08-30,287.45001220703125
2011-08-31,289.1000061035156
2011-09-01,290.70001220703125
2011-09-02,289.20001220703125
2011-09-06,282.3999938964844
2011-09-07,285.79998779296875
2011-09-08,285.3999938964844
2011-09-09,271.25
2011-09-12,273.70001220703125
2011-09-13,272.8500061035156
2011-09-14,268.3500061035156
2011-09-15,263.3500061035156
2011-09-16,263.0
2011-09-19,262.79998779296875
2011-09-20,259.45001220703125
2011-09-21,251.9499969482422
2011-09-22,239.25
2011-09-23,231.4499969482422
2011-09-26,235.9499969482422
2011-09-27,240.85000610351562
2011-09-28,233.5
2011-09-29,231.14999389648438
2011-09-30,228.89999389648438
2011-10-03,223.4499969482422
2011-10-04,226.5500030517578
2011-10-05,227.6999969482422
2011-10-06,234.39999389648438
2011-10-07,224.35000610351562
2011-10-10,226.3000030517578
2011-10-11,223.39999389648438
2011-10-12,229.4499969482422
2011-10-13,237.64999389648438
2011-10-14,239.5500030517578
2011-10-17,234.0
2011-10-18,231.5
2011-10-19,236.14999389648438
2011-10-20,231.64999389648438
2011-10-21,244.85000610351562
2011-10-24,250.8000030517578
2011-10-25,236.5500030517578
2011-10-26,233.6999969482422
2011-10-27,234.60000610351562
2011-10-28,235.14999389648438
2011-10-31,226.9499969482422
2011-11-01,223.64999389648438
2011-11-02,224.0
2011-11-03,226.8000030517578
2011-11-04,230.1999969482422
2011-11-07,233.0
2011-11-08,229.60000610351562
2011-11-09,230.1999969482422
2011-11-10,230.0
2011-11-11,233.9499969482422
2011-11-14,230.9499969482422
2011-11-15,239.5
2011-11-16,235.75
2011-11-17,232.14999389648438
2011-11-18,234.1999969482422
2011-11-21,232.1999969482422
2011-11-22,232.89999389648438
2011-11-23,231.60000610351562
2011-11-25,229.60000610351562
2011-11-28,224.6999969482422
2011-11-29,225.25
2011-11-30,233.8000030517578
2011-12-01,233.1999969482422
2011-12-02,227.14999389648438
2011-12-05,233.9499969482422
2011-12-06,232.85000610351562
2011-12-07,226.75
2011-12-08,225.6999969482422
2011-12-09,224.64999389648438
2011-12-12,218.5
2011-12-13,218.64999389648438
2011-12-14,215.10000610351562
2011-12-15,213.75
2011-12-16,210.9499969482422
2011-12-19,215.3000030517578
2011-12-20,222.8000030517578
2011-12-21,219.89999389648438
2011-12-22,221.39999389648438
2011-12-23,219.64999389648438
2011-12-27,222.85000610351562
2011-12-28,226.75
2011-12-29,224.25
2011-12-30,226.85000610351562
2012-01-03,227.1999969482422
2012-01-04,226.6999969482422
2012-01-05,219.5500030517578
2012-01-06,221.75
2012-01-09,221.85000610351562
2012-01-10,225.9499969482422
2012-01-11,234.89999389648438
2012-01-12,233.89999389648438
2012-01-13,225.25
2012-01-17,225.14999389648438
2012-01-18,224.85000610351562
2012-01-19,226.64999389648438
2012-01-20,225.39999389648438
2012-01-23,219.4499969482422
2012-01-24,220.4499969482422
2012-01-25,217.1999969482422
2012-01-26,219.6999969482422
2012-01-27,217.35000610351562
2012-01-30,216.60000610351562
2012-01-31,215.0500030517578
2012-02-01,214.10000610351562
2012-02-02,215.60000610351562
2012-02-03,215.9499969482422
2012-02-06,218.8000030517578
2012-02-07,220.9499969482422
2012-02-08,220.0500030517578
2012-02-09,216.0
2012-02-10,215.3000030517578
2012-02-13,212.3000030517578
2012-02-14,204.1999969482422
2012-02-15,200.39999389648438
2012-02-16,199.3000030517578
2012-02-17,200.0500030517578
2012-02-21,204.64999389648438
2012-02-22,200.75
2012-02-23,202.0
2012-02-24,203.25
2012-02-27,204.4499969482422
2012-02-28,206.14999389648438
2012-02-29,203.14999389648438
2012-03-01,204.0
2012-03-02,201.64999389648438
2012-03-05,201.5
2012-03-06,192.9499969482422
2012-03-07,188.39999389648438
2012-03-08,189.35000610351562
2012-03-09,185.60000610351562
2012-03-12,182.60000610351562
2012-03-13,185.35000610351562
2012-03-14,182.75
2012-03-15,184.4499969482422
2012-03-16,181.35000610351562
2012-03-19,182.5
2012-03-20,183.10000610351562
2012-03-21,184.6999969482422
2012-03-22,176.9499969482422
2012-03-23,178.75
2012-03-26,178.8000030517578
2012-03-27,187.35000610351562
2012-03-28,182.0
2012-03-29,176.4499969482422
2012-03-30,182.4499969482422
2012-04-02,186.1999969482422
2012-04-03,185.35000610351562
2012-04-04,184.75
2012-04-05,183.0
2012-04-09,178.0500030517578
2012-04-10,178.14999389648438
2012-04-11,180.64999389648438
2012-04-12,182.89999389648438
2012-04-13,179.1999969482422
2012-04-16,174.6999969482422
2012-04-17,173.0500030517578
2012-04-18,172.64999389648438
2012-04-19,173.64999389648438
2012-04-20,177.6999969482422
2012-04-23,177.6999969482422
2012-04-24,182.5
2012-04-25,175.9499969482422
2012-04-26,174.6999969482422
2012-04-27,175.0
2012-04-30,177.9499969482422
2012-05-01,182.85000610351562
2012-05-02,181.3000030517578
2012-05-03,174.3000030517578
2012-05-04,173.5
2012-05-07,174.14999389648438
2012-05-08,175.14999389648438
2012-05-09,175.14999389648438
2012-05-10,178.5
2012-05-11,176.5500030517578
2012-05-14,177.39999389648438
2012-05-15,177.0500030517578
2012-05-16,177.39999389648438
2012-05-17,178.64999389648438
2012-05-18,177.6999969482422
2012-05-21,175.14999389648438
2012-05-22,174.5
2012-05-23,166.89999389648438
2012-05-24,166.89999389648438
2012-05-25,167.8000030517578
2012-05-29,165.39999389648438
2012-05-30,164.39999389648438
2012-05-31,160.64999389648438
2012-06-01,157.5
2012-06-04,158.4499969482422
2012-06-05,156.1999969482422
2012-06-06,155.89999389648438
2012-06-07,156.64999389648438
2012-06-08,155.60000610351562
2012-06-11,155.10000610351562
2012-06-12,154.1999969482422
2012-06-13,152.5
2012-06-14,149.1999969482422
2012-06-15,150.0500030517578
2012-06-18,149.5500030517578
2012-06-19,156.60000610351562
2012-06-20,150.75
2012-06-21,157.75
2012-06-22,155.14999389648438
2012-06-25,158.6999969482422
2012-06-26,165.39999389648438
2012-06-27,164.5
2012-06-28,163.0
2012-06-29,170.10000610351562
2012-07-02,174.3000030517578
2012-07-03,180.10000610351562
2012-07-05,179.25
2012-07-06,175.89999389648438
2012-07-09,181.75
2012-07-10,183.75
2012-07-11,182.6999969482422
2012-07-12,181.14999389648438
2012-07-13,184.4499969482422
2012-07-16,182.5500030517578
2012-07-17,180.75
2012-07-18,181.39999389648438
2012-07-19,188.1999969482422
2012-07-20,186.9499969482422
2012-07-23,185.10000610351562
2012-07-24,175.4499969482422
2012-07-25,176.3000030517578
2012-07-26,174.0500030517578
2012-07-27,173.6999969482422
2012-07-30,178.35000610351562
2012-07-31,174.39999389648438
2012-08-01,174.60000610351562
2012-08-02,171.64999389648438
2012-08-03,173.8000030517578
2012-08-06,175.5
2012-08-07,172.64999389648438
2012-08-08,170.5
2012-08-09,166.4499969482422
2012-08-10,166.25
2012-08-13,164.10000610351562
2012-08-14,163.0500030517578
2012-08-15,161.89999389648438
2012-08-16,158.85000610351562
2012-08-17,160.3000030517578
2012-08-20,161.1999969482422
2012-08-21,160.64999389648438
2012-08-22,158.9499969482422
2012-08-23,160.25
2012-08-24,162.60000610351562
2012-08-27,167.0500030517578
2012-08-28,167.75
2012-08-29,166.39999389648438
2012-08-30,163.0
2012-08-31,164.5500030517578
2012-09-04,164.89999389648438
2012-09-05,160.4499969482422
2012-09-06,157.89999389648438
2012-09-07,162.6999969482422
2012-09-10,173.39999389648438
2012-09-11,177.25
2012-09-12,177.14999389648438
2012-09-13,178.5
2012-09-14,180.8000030517578
2012-09-17,175.0500030517578
2012-09-18,177.39999389648438
2012-09-19,174.39999389648438
2012-09-20,168.60000610351562
2012-09-21,173.3000030517578
2012-09-24,172.3000030517578
2012-09-25,173.64999389648438
2012-09-26,169.4499969482422
2012-09-27,174.3000030517578
2012-09-28,173.5
2012-10-01,178.0500030517578
2012-10-02,183.64999389648438
2012-10-03,181.0500030517578
2012-10-04,175.0500030517578
2012-10-05,168.10000610351562
2012-10-08,169.10000610351562
2012-10-09,165.3000030517578
2012-10-10,163.4499969482422
2012-10-11,160.75
2012-10-12,161.6999969482422
2012-10-15,160.85000610351562
2012-10-16,162.8000030517578
2012-10-17,161.5
2012-10-18,158.60000610351562
2012-10-19,161.64999389648438
2012-10-22,164.5
2012-10-23,160.85000610351562
2012-10-24,159.8000030517578
2012-10-25,161.0
2012-10-26,157.75
2012-10-31,154.64999389648438
2012-11-01,153.4499969482422
2012-11-02,154.6999969482422
2012-11-05,150.89999389648438
2012-11-06,150.60000610351562
2012-11-07,151.1999969482422
2012-11-08,151.39999389648438
2012-11-09,149.89999389648438
2012-11-12,153.0500030517578
2012-11-13,146.0
2012-11-14,147.6999969482422
2012-11-15,149.0
2012-11-16,147.3000030517578
2012-11-19,151.39999389648438
2012-11-20,143.75
2012-11-21,144.8000030517578
2012-11-23,142.14999389648438
2012-11-26,139.89999389648438
2012-11-27,139.8000030517578
2012-11-28,144.64999389648438
2012-11-29,146.14999389648438
2012-11-30,142.10000610351562
2012-12-03,141.6999969482422
2012-12-04,137.35000610351562
2012-12-05,139.60000610351562
2012-12-06,140.4499969482422
2012-12-07,142.10000610351562
2012-12-10,138.10000610351562
2012-12-11,141.14999389648438
2012-12-12,138.14999389648438
2012-12-13,135.25
2012-12-14,137.39999389648438
2012-12-17,137.9499969482422
2012-12-18,133.5
2012-12-19,144.89999389648438
2012-12-20,142.9499969482422
2012-12-21,146.60000610351562
2012-12-24,147.0
2012-12-26,148.3000030517578
2012-12-27,147.89999389648438
2012-12-28,146.85000610351562
2012-12-31,143.8000030517578
2013-01-02,149.39999389648438
2013-01-03,146.5
2013-01-04,147.35000610351562
2013-01-07,150.39999389648438
2013-01-08,148.14999389648438
2013-01-09,147.89999389648438
2013-01-10,149.64999389648438
2013-01-11,153.35000610351562
2013-01-14,153.3000030517578
2013-01-15,152.5
2013-01-16,153.0
2013-01-17,155.5
2013-01-18,156.3000030517578
2013-01-22,148.60000610351562
2013-01-23,150.39999389648438
2013-01-24,146.5500030517578
2013-01-25,148.3000030517578
2013-01-28,149.0
2013-01-29,149.8000030517578
2013-01-30,147.6999969482422
2013-01-31,146.9499969482422
2013-02-01,147.9499969482422
2013-02-04,144.35000610351562
2013-02-05,144.0500030517578
2013-02-06,142.10000610351562
2013-02-07,140.3000030517578
2013-02-08,141.0500030517578
2013-02-11,140.14999389648438
2013-02-12,140.64999389648438
2013-02-13,138.75
2013-02-14,138.0
2013-02-15,136.9499969482422
2013-02-19,136.5
2013-02-20,141.0
2013-02-21,141.75
2013-02-22,143.10000610351562
2013-02-25,142.60000610351562
2013-02-26,142.89999389648438
2013-02-27,142.39999389648438
2013-02-28,142.64999389648438
2013-03-01,142.89999389648438
2013-03-04,145.9499969482422
2013-03-05,140.5
2013-03-06,140.60000610351562
2013-03-07,142.4499969482422
2013-03-08,143.35000610351562
2013-03-11,143.0500030517578
2013-03-12,141.64999389648438
2013-03-13,140.0500030517578
2013-03-14,138.89999389648438
2013-03-15,136.5
2013-03-18,133.14999389648438
2013-03-19,133.10000610351562
2013-03-20,133.60000610351562
2013-03-21,133.75
2013-03-22,135.3000030517578
2013-03-25,135.60000610351562
2013-03-26,137.60000610351562
2013-03-27,136.60000610351562
2013-03-28,137.14999389648438
2013-04-01,138.39999389648438
2013-04-02,136.14999389648438
2013-04-03,139.4499969482422
2013-04-04,139.5
2013-04-05,140.14999389648438
2013-04-08,135.89999389648438
2013-04-09,135.39999389648438
2013-04-10,136.0500030517578
2013-04-11,136.8000030517578
2013-04-12,135.25
2013-04-15,134.4499969482422
2013-04-16,135.85000610351562
2013-04-17,136.10000610351562
2013-04-18,138.89999389648438
2013-04-19,141.64999389648438
2013-04-22,142.5
2013-04-23,137.5500030517578
2013-04-24,138.39999389648438
2013-04-25,137.1999969482422
2013-04-26,133.89999389648438
2013-04-29,133.60000610351562
2013-04-30,134.9499969482422
2013-05-01,134.5
2013-05-02,138.9499969482422
2013-05-03,140.3000030517578
2013-05-06,141.35000610351562
2013-05-07,142.3000030517578
2013-05-08,144.14999389648438
2013-05-09,145.8000030517578
2013-05-10,143.8000030517578
2013-05-13,144.5500030517578
2013-05-14,141.64999389648438
2013-05-15,138.0
2013-05-16,138.35000610351562
2013-05-17,135.60000610351562
2013-05-20,133.85000610351562
2013-05-21,132.6999969482422
2013-05-22,128.4499969482422
2013-05-23,130.0500030517578
2013-05-24,127.25
2013-05-28,126.44999694824219
2013-05-29,127.5999984741211
2013-05-30,125.8499984741211
2013-05-31,127.05000305175781
2013-06-03,129.0
2013-06-04,127.6500015258789
2013-06-05,127.44999694824219
2013-06-06,129.4499969482422
2013-06-07,126.94999694824219
2013-06-10,128.75
2013-06-11,127.69999694824219
2013-06-12,122.75
2013-06-13,123.69999694824219
2013-06-14,122.25
2013-06-17,122.3499984741211
2013-06-18,122.0
2013-06-19,122.75
2013-06-20,117.6500015258789
2013-06-21,118.69999694824219
